"Client:","Division:","Program:","Opportunity Type:","Funnel Stage:","Practice Group:","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec",
"Kythera Pharma","Kythera Pharma","ATX101 Post Marketing","Technekes Only","No Longer An Opportunity","HC",,,,,,,,,,,,
"Labopharm","Labopharm","Oleptra","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Leo Pharma","Leo Pharma","Psoriasis line","Technekes Only","Closed","HC",,,,27500,27500,27500,27500,27500,27500,27500,27500,27500
"McKesson","McKesson","Merck post mktg study","Partnered","No Longer An Opportunity","HC",3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667,3916.6666666667
"Merck","Merck","Saphris","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Merck","REMS","Healthy Outcomes type program?","Partnered","Opportunity","HC",,,,,,,,,,,,
"Merz","Merz","Xeomin","Technekes Only","Key Target","HC",,,,,,,,,,,,
"New Am Therapeutics","New Am Therapeutics","Denavir","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Novartis","Novartis","Gilenya","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Noven","Noven","Daytrana","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Pfizer","Pfizer","Effexor XR Web survey","Technekes Only","No Longer An Opportunity","HC",6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667,6816.6666666667
"Pfizer","Pfizer","Healthy Outcomes for new indication","Partnered","Scoped","HC",,,,,,,,,,,,
"Pfizer","Pfizer","Cons, Nutr and An Health","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Pfizer","Pfizer","Enbrel Pt Survey","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Pfizer","Pfizer","EPBU","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Pfizer","Pfizer","Hemophilia Pt Ed - web","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Pfizer","Chantix","KeyInsights","Partnered","Scoped","HC",,,,,,,,,,,,
"PPD","PPD","oral solid anti-fungal study","Technekes Only","Lost","HC",,,,,,,,,,,,
"Salix","Salix","Xifaxan 550","Technekes Only","Scoped","HC",,,,,,,,,,,,
"Salix","Salix","Xifaxan 550","Technekes Only","Scoped","HC",,,,,,,,,,,,
"Shionogi","Kapvay","Healthy Outcomes","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Shire","Intuniv","SA","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Smith and Nephew","Wound care Div","Lead gen and appt setting","Technekes Only","Key Target","HC",,,,,,,,,,,,
"SOBI","SOBI","SA","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"Stratova/Par","Stratova/Par","Oravig","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Sunovion","Sunovion","Latuda","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Synthes","Synthes","SA - support","Technekes Only","Opportunity","HC",,,,,,,,,,,,
"The Planning Shop Intern'l","Market Research firm","Lead gen and appt setting","Technekes Only","Opportunity","HC",,,1000,,,,,,,,,
"Three Rivers","Three Rivers","SA ","Technekes Only","Scoped","HC",,,,,,,,,,,,
"URL","URL","Colcrys SA","Technekes Only","Lost","HC",,,,,,,,,,,,
"Vertex Pharmaceuticals","New drug - ph 3 now","SA","Technekes Only","Scoped","HC",,,,,,,,,,,,
"W-C","W-C","Lo Loestrin FE","Technekes Only","Key Target","HC",,,,,,,,,,,,
"Ciba Vision/Novartis","Ciba Vision","Lead Generation Pilot ","Technekes","Closed","IG",,,,,,30000,30000,15170,15170,15170,15170,15170
"GMI/PSS","Imaging","Lead Generation  - Pilot","Technekes","Closed","IG",,,,,,10000,10000,10000,10000,17500,10000,10000
"GMI","GMI sales","Lead Generation","Technekes Only","Conversation",,,,,,,,,5000,5000,5000,5000,5000
"UPS","Inside Sales Organization","Incentives + Data Management","Partnered","Conversation","IG",,,,,,,,,,,,
"UPS","Customer Service Centers","Incentives","Xceleration","Conversation","IG",,,,,,,,,,,,
